Team Fortress 2,"50,191,347",440
FORCED: Slightly Better Edition,"603,718",249990
Woodle Tree Adventures,"603,408",299460
Beat Hazard,"601,573",49600
Talisman: Digital Edition,"601,352",247000
Homefront: The Revolution,"600,976",223100
Wolfenstein: The Old Blood,"600,610",350080
Overcooked,"600,140",448510
Game of Thrones - A Telltale Games Series,"598,965",330840
Lucius,"596,725",218640
Darksiders Warmastered Edition,"596,551",462780
Black Mesa,"595,780",362890
Eador. Masters of the Broken World,"595,663",232050
Hyper Light Drifter,"595,090",257850
Modern Combat Versus,"594,344",723780
Satellite Reign,"592,993",268870
Tales from the Borderlands,"592,856",330830
Heroes of Might & Magic III - HD Edition,"591,573",297000
Farming Simulator 2013 Titanium Edition,"590,518",220260
Cave Story+,"590,104",200900
FaceRig,"589,693",274920
Viridi,"587,504",375950
Remember Me,"587,213",228300
Guns and Robots,"587,059",293540
Starpoint Gemini 2,"586,707",236150
Dungeons 2,"584,679",262280
Shovel Knight: Treasure Trove,"583,872",250760
GRID Autosport,"583,602",255220
Fable Anniversary,"582,271",288470
LEGO The Lord of the Rings,"582,228",214510
Thomas Was Alone,"581,719",220780
FINAL FANTASY VIII,"581,505",39150
Octodad: Dadliest Catch,"581,181",224480
I am Bread,"579,156",327890
60 Seconds!,"578,493",368360
NEKOPARA Vol. 1,"578,066",333600
ABZU,"577,340",384190
Sniper Elite: Nazi Zombie Army,"577,105",227100
TOXIKK,"575,390",324810
Planetary Annihilation: TITANS,"569,681",386070
FINAL FANTASY X/X-2 HD Remaster,"568,989",359870
Fortified,"568,944",334210
Anomaly: Warzone Earth,"567,765",91200
Armello,"565,864",290340
NEKOPARA Vol. 0,"565,127",385800
Kingdoms and Castles,"563,737",569480
Tyranny,"562,631",362960
The Flame in the Flood,"561,716",318600
Darksiders II Deathinitive Edition,"560,050",388410
Defense Grid: The Awakening,"558,114",18500
Pinball Arcade,"555,716",238260
Viscera Cleanup Detail: Santa's Rampage,"555,426",265210
Amnesia: A Machine for Pigs,"554,955",239200
Dungeons of Dredmor,"554,550",98800
BlackShot: Mercenary Warfare FPS,"553,384",433350
Soldier Front 2,"552,866",239660
Lara Croft and the Guardian of Light,"550,882",35130
Wolfenstein II: The New Colossus,"549,457",612880
Door Kickers,"549,148",248610
Mini Metro,"547,876",287980
Killer is Dead - Nightmare Edition,"546,981",261110
Blackwake,"546,456",420290
TEKKEN 7,"541,238",389730
Punch Club,"541,121",394310
Duelyst,"538,747",291410
Gone Home,"538,219",232430
Guacamelee! Gold Edition,"538,061",214770
NBA 2K18,"537,845",577800
Golf It!,"537,751",571740
Saints Row: Gat out of Hell,"536,513",301910
Crush Crush,"535,661",459820
DRAGON BALL XENOVERSE 2,"535,273",454650
Turbo Pug DX,"534,698",513780
Life is Feudal: Your Own,"534,443",290080
Jet Set Radio,"533,153",205950
Dungeon Fighter Online,"531,876",495910
Shadowrun: Dragonfall - Director's Cut,"530,607",300550
You Have to Win the Game,"530,340",286100
Ace Combat Assault Horizon - Enhanced Edition,"527,228",228400
Out There Somewhere,"521,927",263980
Alan Wake's American Nightmare,"521,355",202750
Grim Fandango Remastered,"516,584",316790
3DMark,"515,275",223850
Murdered: Soul Suspect,"514,458",233290
Craft The World,"509,631",248390
Kingdom: New Lands,"509,466",496300
Bold New World,"505,953",581620
Resident Evil Revelations / Biohazard Revelations,"503,330",222480
"Warhammer 40,000: Eternal Crusade","502,562",375230
NBA 2K17,"501,303",385760
Offworld Trading Company,"499,550",271240
Blockstorm,"499,027",263060
100% Orange Juice,"498,987",282800
Soda Dungeon,"497,334",564710
Learn to Fly 3,"496,965",589870
Reigns,"496,869",474750
The Witness,"494,237",210970
Nuclear Throne,"492,848",242680
Battleborn,"492,052",394230
Car Mechanic Simulator 2018,"491,057",645630
SOMA,"490,677",282140
TerraTech,"489,971",285920
FINAL FANTASY XV WINDOWS EDITION,"489,872",637650
The Escapists 2,"489,056",641990
Of Guards And Thieves,"488,098",302590
Worms Ultimate Mayhem,"486,841",70600
Realm Grinder,"486,185",610080
Styx: Master of Shadows,"485,922",242640
Sniper Elite: Nazi Zombie Army 2,"485,909",247910
The Swapper,"484,015",231160
Forts,"483,174",410900
X3: Terran Conflict,"482,728",2820
Jurassic World Evolution,"481,240",648350
Governor of Poker 3,"479,096",436150
Bad Rats: the Rats' Revenge,"476,787",34900
Galactic Civilizations III,"476,035",226860
NBA 2K16,"469,791",370240
Puzzle Pirates,"469,196",99910
RUNNING WITH RIFLES,"468,632",270150
Life is Strange: Before the Storm,"467,572",554620
Pixel Puzzles Ultimate,"461,488",351030
Mirror,"456,954",644560
Aliens: Colonial Marines Collection,"456,851",49540
THE KING OF FIGHTERS XIII STEAM EDITION,"456,361",222940
GUNS UP!,"455,442",446150
Victor Vran ARPG,"453,908",345180
Teleglitch: Die More Edition,"453,247",234390
Turmoil,"452,658",361280
Magic: The Gathering - Duels of the Planeswalkers 2013,"452,484",97330
CastleMiner Z,"451,422",253430
Cities in Motion 2,"451,407",225420
Prismata,"451,302",490220
Kane & Lynch 2: Dog Days,"448,371",28000
UnEpic,"446,738",233980
ibb & obb,"446,523",95400
Batla,"445,267",338180
DRAGON BALL FighterZ,"444,795",678950
Superbrothers: Sword & Sworcery EP,"439,828",204060
ICEY,"437,615",553640
Call to Arms,"436,655",302670
Ball 3D: Soccer Online,"434,225",485610
A Story About My Uncle,"433,874",278360
Terra Incognita ~ Chapter One: The Descendant,"433,639",347560
Written in the Sky,"433,025",416130
Evoland,"431,669",233470
Piercing Blow,"428,413",382850
DLC Quest,"425,947",230050
Bayonetta,"424,901",460790
Hellblade: Senua's Sacrifice,"422,733",414340
Murder Miners,"421,780",274900
Friday the 13th: Killer Puzzle,"420,843",795100
Baldur's Gate II: Enhanced Edition,"420,031",257350
Broken Age,"419,666",232790
My Summer Car,"416,575",516750
Construction Simulator 2015,"416,518",289950
Sonic Adventure 2,"416,375",213610
Hell Yeah! Wrath of the Dead Rabbit,"415,904",205230
Resident Evil / biohazard HD REMASTER,"415,885",304240
Heaven Island - VR MMO,"413,860",400250
Osmos,"413,551",29180
Jamestown,"413,206",94200
Loading Screen Simulator,"412,731",652980
Freebie,"411,391",487220
Dystopia,"410,346",17580
Tales of Zestiria,"410,109",351970
Men of War: Assault Squad,"409,681",64000
Turn Around,"407,501",595340
Shadow Tactics: Blades of the Shogun,"405,980",418240
Hyperdimension Neptunia Re;Birth 1,"405,416",282900
Sol Survivor,"405,082",45000
Nexuiz,"404,730",96800
Skyforge,"404,721",414530
State of Decay: YOSE,"403,911",329430
Time of Dragons,"402,752",353130
Turbo Dismount,"402,549",263760
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,"401,903",359050
Salt and Sanctuary,"400,674",283640
LEGO The Hobbit,"400,545",285160
Savage Lands,"399,316",307880
Robot Roller-Derby Disco Dodgeball,"396,373",270450
The Culling Of The Cows,"396,159",297020
Back to Bed,"394,370",308040
Tower Wars,"393,962",214360
"Invisible, Inc.","393,703",243970
Trine 3: The Artifacts of Power,"392,900",319910
Polarity,"392,114",315430
SAMOLIOTIK,"388,554",449680
Outlast 2,"387,821",414700
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist","387,663",409160
RWBY: Grimm Eclipse,"387,405",418340
F1 2017,"386,242",515220
"Cook, Serve, Delicious!","384,598",247020
DEAD OR ALIVE 5 Last Round: Core Fighters,"383,476",311730
Hide and Shriek,"382,313",480430
Bloody Trapland,"380,476",257750
Crusaders of the Lost Idols,"379,611",402840
The Vanishing of Ethan Carter,"379,237",258520
"Castlevania: Lords of Shadow"" Ultimate Edition","379,043",234080
Rebel Galaxy,"378,307",290300
Cogs,"377,806",26500
Magic: The Gathering - Duels of the Planeswalkers 2012,"377,401",49470
This Is the Police,"376,582",443810
Genital Jousting,"375,882",469820
Mountain,"375,718",313340
Nomad,"371,579",378370
Revolution Ace,"371,346",274560
AI War: Fleet Command,"371,287",40400
Streets of Rogue,"371,171",512900
Never Alone (Kisima Ingitchuna),"370,263",295790
Death Rally,"370,163",108700
Long Live The Queen,"369,384",251990
Planet Explorers,"369,351",237870
Clustertruck,"368,787",397950
RPG MO,"368,618",372800
Party Hard,"367,745",356570
SteamWorld Dig,"367,286",252410
Princess.Loot.Pixel.Again,"365,728",414290
Grey Goo,"364,090",290790
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝,"363,817",278080
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,"363,459",272510
F1 2012,"363,358",208500
War for the Overworld,"363,113",230190
Galactic Junk League,"362,859",562590
Planetbase,"361,192",403190
Cossacks 3,"360,956",333420
No Time To Explain Remastered,"360,564",368730
Tiny and Big: Grandpa's Leftovers,"360,126",205910
Organ Trail: Director's Cut,"359,935",233740
Kingdom Wars,"359,640",227180
The Last Hope,"359,502",522570
VEGA Conflict,"359,362",339600
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,"358,624",218060
Windward,"355,878",326410
Really Big Sky,"355,611",201570
Anarchy Arcade,"355,332",266430
Slender: The Arrival,"354,224",252330
Bloons TD 5,"354,027",306020
Halo: Spartan Assault,"352,861",277430
Timberman,"352,371",398710
Toki Tori,"352,195",38700
House Flipper,"351,645",613100
Sniper Fury,"351,470",591740
Titan Souls,"350,359",297130
Morphopolis,"349,778",314020
Catch a Falling Star,"349,290",451880
DARK SOULS: REMASTERED,"348,944",570940
King Arthur's Gold,"348,064",219830
Nioh: Complete Edition / 仁王 Complete Edition,"347,803",485510
Minecraft: Story Mode - A Telltale Games Series,"346,763",376870
Guild Quest,"346,627",547680
The Banner Saga: Factions,"346,032",219340
One Piece Pirate Warriors 3,"345,720",331600
LEGO Jurassic World,"343,167",352400
X Rebirth,"343,046",2870
Risen 3 - Titan Lords,"342,772",249230
The Tower Of Elements,"342,253",377310
Knights of Pen and Paper +1 Edition,"342,008",231740
Costume Quest,"341,308",115100
DETOUR,"341,194",92100
Revenge of the Titans,"340,794",93200
State of Anarchy,"340,127",463210
Solar 2,"339,780",97000
Battle Islands,"338,532",305260
Transport Fever,"337,931",446800
SAS: Zombie Assault 4,"337,896",678800
Damned,"337,285",251170
Space Beret,"337,145",547960
The LEGO Movie - Videogame,"336,631",267530
Giana Sisters: Twisted Dreams,"335,909",223220
Dead Island Definitive Edition,"335,791",383150
Hard Reset Extended Edition,"335,265",98400
Pony Island,"334,799",405640
FINAL FANTASY IX,"333,922",377840
Mordheim: City of the Damned,"332,983",276810
AX:EL - Air XenoDawn,"332,904",319830
Epigenesis,"332,826",244590
Dead Realm,"331,065",352460
Botanicula,"330,330",207690
Grow Home,"330,240",323320
Motorsport Manager,"330,158",415200
LEGO Batman3: Beyond Gotham,"330,037",313690
Squishy the Suicidal Pig,"328,982",318430
Data Hacker: Reboot,"328,357",331790
The Room,"327,417",288160
Simply Chess,"327,332",312280
MANDAGON,"326,618",461560
Escape This,"326,346",467370
Planets Under Attack,"325,744",218510
Supraball,"325,150",321400
Eternal Card Game,"324,938",531640
Dead Maze,"324,662",667890
Audiosurf 2,"324,405",235800
Ratz Instagib,"324,272",338170
And Yet It Moves,"324,236",18700
Trashville,"323,864",589390
Invasion: Brain Craving,"323,181",423710
God Mode,"322,132",227480
Battlefleet Gothic: Armada,"321,637",363680
The Bridge,"320,817",204240
The Hat Man: Shadow Ward,"320,602",291010
Zeno Clash,"320,458",22200
South Park: The Fractured But Whole,"320,160",488790
HunieCam Studio,"320,028",426000
The Jackbox Party Pack 3,"319,411",434170
Gems of War - Puzzle RPG,"319,394",329110
Spintires: MudRunner,"319,213",675010
F1 2016,"318,467",391040
NEKOPARA Vol. 2,"318,426",420110
Elements: Soul of Fire,"318,054",340650
Mortal Online,"316,391",287920
Atom Zombie Smasher,"316,352",55040
Rec Room,"316,036",471710
One Way Heroics,"315,869",266210
SimplePlanes,"314,932",397340
LUFTRAUSERS,"314,885",233150
Pool Nation FX Lite,"314,286",314000
Tricky Towers,"314,191",437920
Shank,"312,665",6120
Star Chronicles: Delta Quadrant,"311,967",383330
Atonement: Scourge of Time,"310,592",385070
Yellow: The Yellow Artifact,"310,339",486820
Project Starship,"310,160",454890
Insanity Clicker,"310,042",393530
Half Minute Hero: Super Mega Neo Climax Ultimate Boy,"309,617",214830
Might & Magic: Clash of Heroes,"309,591",61700
Abyss Odyssey,"308,646",255070
Dungeon of Zolthan,"307,976",463220
MX vs. ATV Reflex,"307,610",55140
Mercenary Kings: Reloaded Edition,"307,315",218820
The Jackbox Party Pack,"307,175",331670
Dream Daddy: A Dad Dating Simulator,"306,906",654880
Make it indie!,"306,739",357900
Binary Domain,"306,463",203750
Blackguards,"305,941",249650
Her Story,"305,686",368370
METRO CONFLICT: THE ORIGIN,"304,620",662320
Magic 2015 - Duels of the Planeswalkers,"303,768",255420
Viking: Battle for Asgard,"300,593",211160
Tooth and Tail,"300,539",286000
City of Chains,"300,130",412170
Stronghold 2: Steam Edition,"300,020",40960
Kingdom Rush,"299,922",246420
The Jackbox Party Pack 2,"299,913",397460
Devil May Cry 4 Special Edition,"299,184",329050
Serious Sam Fusion 2017 (beta),"298,645",564310
LYNE,"298,463",266010
LISA,"297,947",335670
Renegade Ops,"297,463",99300
The District,"296,190",357770
Star Saviors,"295,982",314450
Pit People,"295,630",291860
Dark and Light,"295,606",529180
Bejeweled 3,"295,211",78000
Ticket to Ride,"295,151",108200
There's Poop In My Soup,"294,984",449540
Blood Bowl 2,"294,476",236690
Elements II: Hearts of Light,"293,115",448640
STRIDER / ストライダー飛竜,"292,888",235210
Sonic Adventure DX,"291,205",71250
VA-11 Hall-A: Cyberpunk Bartender Action,"290,658",447530
EVERSPACE,"290,326",396750
Street Warriors Online,"290,227",417910
BATTLETECH,"289,619",637090
Tricolour Lovestory,"289,264",668630
Montaro,"288,782",495890
Monkey Island 2 Special Edition: LeChuck’s Revenge,"288,297",32460
Aragami,"287,729",280160
Downwell,"287,413",360740
Outrage,"287,010",457820
Rocketbirds: Hardboiled Chicken,"286,849",215510
Worms W.M.D,"286,591",327030
Drayt Empire,"286,567",502140
Rivals of Aether,"286,514",383980
For The King,"285,696",527230
Space Farmers,"285,436",271570
Turbo Pug 3D,"285,208",528510
Tales of Berseria,"284,444",429660
Missing Translation,"284,121",395520
Fall of Civilization,"283,367",467010
Hatoful Boyfriend,"283,021",310080
Half Dead,"282,077",434730
Dungetris,"281,912",462200
Incitement 3,"281,562",391660
Madballs in Babo:Invasion,"281,079",25700
Oxenfree,"280,771",388880
Retro City Rampage DX,"280,667",204630
Little Nightmares,"280,612",424840
HellAngel,"280,536",524340
Stigmat,"280,103",403570
LOST PLANET 3,"279,675",226720
PIGMENTUM,"279,593",582280
Pid,"278,689",218740
Shadow Warrior Classic Redux,"278,226",225160
The Walking Dead: A New Frontier,"278,042",536220
Atonement 2: Ruptured by Despair,"277,061",533820
Domina,"276,003",535230
Guardians of Orion,"275,847",407840
Omerta - City of Gangsters,"275,454",208520
Castle Story,"275,014",227860
Trouble In The Manor,"274,955",338530
Nuclear Contingency,"274,316",540900
Rise of the Triad,"272,986",217140
CPUCores :: Maximize Your FPS,"272,887",384300
Batman - The Telltale Series,"272,720",498240
Cat Goes Platform,"272,633",567250
Game of Thrones,"272,599",208730
The Cave,"271,663",221810
DiRT 4,"270,550",421020
Trolley Gold,"270,525",498320
Rock of Ages 2: Bigger & Boulder,"270,427",434460
Shadowrun: Hong Kong - Extended Edition,"268,438",346940
Orbital Gear,"267,763",298520
Desolate Wastes: Vendor Chronicles,"267,723",563120
Germ Wars,"267,647",557680
hack_me,"267,561",526740
BIT.TRIP BEAT,"267,116",63700
Home Behind,"267,054",467960
METAL SLUG DEFENSE,"266,981",356310
Divinity: Dragon Commander,"265,816",243950
Fluffy Creatures VS The World,"265,237",619400
Day of the Tentacle Remastered,"265,169",388210
Project CARS 2,"264,945",378860
Camera Obscura,"264,412",341500
Take Thy Throne,"264,026",491260
Road Madness,"263,944",457710
Tabletopia,"263,899",402560
Dead Rising 2: Off the Record,"263,656",45770
Bit Blaster XL,"263,361",433950
Stealth Inc 2: A Game of Clones,"261,792",329380
Unalive,"261,546",574640
Wizard of Legend,"261,463",445980
Next Day: Survival,"260,661",519190
Legend of Grimrock 2,"260,443",251730
Deep Space Dash,"260,100",493650
OLDTV,"259,813",643270
Grind Zones,"259,441",327680
Labyronia RPG,"259,225",391260
POSTAL,"258,861",232770
Hyper color ball,"258,593",515470
Age of Conquest IV,"257,484",314970
Rampage Knights,"257,372",314410
Battle Royale Trainer,"257,046",772540
Final Quest II,"256,959",540020
Greyfox RPG,"256,746",341310
The Four Kings Casino and Slots,"256,424",260430
PixARK,"256,179",593600
DuckTales: Remastered,"255,766",237630
Pool Nation,"255,171",254440
Shatter,"255,073",20820
The Incredible Adventures of Van Helsing II,"254,601",272470
ELEX,"254,457",411300
Legend of Mysteria RPG,"254,231",407230
The Legend of Heroes: Trails in the Sky,"254,152",251150
Blood Bowl: Chaos Edition,"253,538",216890
Grand Pigeon's Duty,"253,400",449530
Deadfall Adventures,"252,514",231330
Owlboy,"251,798",115800
Pixel Puzzles: Japan,"250,430",284950
Streamline,"249,845",252850
Chaos on Deponia,"249,600",220740
My Time At Portia,"249,441",666140
Spikit,"248,909",509110
Run Away,"248,496",629280
Stronghold Legends: Steam Edition,"248,308",40980
SOS,"248,224",619080
RUSH,"248,133",38720
Stacking,"248,039",115110
Prominence Poker,"247,520",384180
Bridge Constructor,"247,455",250460
Idle Champions of the Forgotten Realms,"247,248",627690
Momodora: Reverie Under The Moonlight,"246,833",428550
The Basement Collection,"246,622",214790
Project Highrise,"246,461",423580
Drop Alive,"246,280",513450
Capsized,"246,235",95300
LEGO STAR WARS: The Force Awakens,"245,948",438640
FINAL FANTASY XIII-2,"244,770",292140
Detention,"244,747",555220
RADical ROACH Remastered,"244,616",301750
The Land of Dasthir,"244,539",545700
Reset 1-1,"244,440",491650
The Typing of The Dead: Overkill,"244,364",246580
Under Zero,"243,413",454930
Master of Orion,"243,222",298050
GOD EATER 2 Rage Burst,"243,065",438490
Sleeping Valley,"243,018",538590
Warriors of Vilvatikta,"242,938",515690
ENSLAVED: Odyssey to the West Premium Edition,"242,618",245280
Ziggurat,"242,342",308420
Minimum,"242,221",214190
Iron Sky: Invasion,"241,819",224900
Gunscape,"241,759",342480
Crawl,"241,677",293780
Sonic CD,"241,011",200940
Royal Quest,"240,272",295550
Hatred,"240,088",341940
Shelter 2,"239,901",275100
Shake Your Money Simulator 2016,"239,823",448660
Data Hacker: Initiation,"239,817",311860
HOARD,"239,813",63000
Jazzpunk: Director's Cut,"239,119",250260
Energy Cycle,"238,706",415960
Mad Hunter,"238,654",558610
Jet Racing Extreme: The First Encounter,"238,249",385270
Cities in Motion,"237,970",73010
SolForge,"237,212",232450
